"replicate","method","converged","beta_intercept","beta_intercept_gap_vs_reference","beta_x1","beta_x1_gap_vs_reference","delta","delta_gap_vs_reference","b","b_gap_vs_reference","delta_error_vs_truth","b_error_vs_truth","beta_intercept_error_vs_truth","beta_x1_error_vs_truth","criterion_gap_exact","criterion_gap_exact_pct"
37,"spline",TRUE,-0.111398370743267,-0.0103904328854485,0.571177484555683,0.0236889777248454,7.00443077195069,0.145651586105878,0.288749913604232,0.0350995880669304,1.00443077195069,-0.0612500863957683,0.238601629256733,-0.328822515444317,0.312320687854708,0.188289071191453
37,"chebyshev",TRUE,-0.111776722339719,-0.0107687844819008,0.571703097383155,0.0242145905523165,6.99653828194866,0.137759096103856,0.289802343372519,0.0361520178352176,0.996538281948665,-0.0601976566274812,0.238223277660281,-0.328296902616846,0.318714881477916,0.19214394480422
38,"reference",TRUE,-0.736466434678416,0,1.274017066902,0,5.90350655374836,0,0.36336872354041,0,-0.0964934462516371,0.0133687235404096,-0.386466434678416,0.374017066902002,0,0
38,"spline",TRUE,-0.738427478891886,-0.00196104421347032,1.26462913945398,-0.00938792744802197,5.89262096472337,-0.0108855890249915,0.387995851867577,0.0246271283271679,-0.107379035276629,0.0379958518675775,-0.388427478891886,0.36462913945398,0.0851853050431259,0.0561129590502501
38,"chebyshev",TRUE,-0.737760715071741,-0.00129428039332591,1.26429042635414,-0.00972664054786465,5.89931108475882,-0.0041954689895416,0.382833033839499,0.0194643102990897,-0.100688915241179,0.0328330338394993,-0.387760715071741,0.364290426354137,0.0583997755466328,0.0384688909916211
39,"reference",TRUE,-0.290772406366543,0,0.818660576470937,0,7.4762739137933,0,0.625549080590212,0,1.4762739137933,0.275549080590212,0.0592275936334569,-0.0813394235290632,0,0
39,"spline",TRUE,-0.291407809199548,-0.000635402833005005,0.817014794123471,-0.00164578234746604,7.55068064243487,0.0744067286415655,0.625619962378416,7.08817882046908e-05,1.55068064243487,0.275619962378416,0.0585921908004519,-0.0829852058765292,0.0112478851293361,0.00543557497461923
39,"chebyshev",TRUE,-0.291033971270626,-0.000261564904083189,0.816532047105295,-0.00212852936564134,7.55121437067421,0.0749404568809044,0.624086471654223,-0.00146260893598837,1.55121437067421,0.274086471654223,0.0589660287293737,-0.0834679528947045,0.0103598911739766,0.00500644917311402
40,"reference",TRUE,-0.36068403162649,0,0.981847687821473,0,6.58308588354205,0,0.269602404748203,0,0.583085883542048,-0.0803975952517975,-0.0106840316264899,0.0818476878214727,0,0
40,"spline",TRUE,-0.358101393549088,0.00258263807740228,0.997730210466815,0.0158825226453425,6.43602210768325,-0.1470637758588,0.267875907526061,-0.00172649722214158,0.436022107683248,-0.082124092473939,-0.00810139354908762,0.0977302104668152,0.138905716853088,0.0837669227464124
40,"chebyshev",TRUE,-0.357417492805548,0.00326653882094219,0.996845950642874,0.0149982628214008,6.4348434110577,-0.14824247248435,0.270552803152701,0.00095039840449862,0.434843411057698,-0.0794471968472988,-0.00741749280554771,0.0968459506428735,0.140339175559632,0.0846313682670974
41,"reference",FALSE,-0.397663046428422,0,1.13351005207799,0,5.65159181515461,0,0.382707650474612,0,-0.348408184845387,0.0327076504746125,-0.047663046428422,0.233510052077986,0,0
41,"spline",TRUE,-0.414061502326737,-0.0163984558983153,1.16204916103766,0.0285391089596752,6.08687320287664,0.435281387722027,0.384956884089793,0.00224923361518042,0.0868732028766397,0.0349568840897929,-0.0640615023267373,0.262049161037661,-0.918440639527773,0.534139708944416
41,"chebyshev",TRUE,-0.41436252210295,-0.0166994756745286,1.16506456292168,0.0315545108436976,6.10509902723801,0.453507212083395,0.378878954650043,-0.00382869582456929,0.105099027238008,0.0288789546500432,-0.0643625221029505,0.265064562921684,-0.934375851676663,0.543407188205299
42,"reference",TRUE,-0.707376450003085,0,1.14508972085212,0,5.62556082325965,0,0.36094139006584,0,-0.374439176740348,0.0109413900658396,-0.357376450003085,0.245089720852122,0,0
42,"spline",TRUE,-0.728569762985908,-0.0211933129828228,1.157257500117,0.0121677792648767,5.50460084461943,-0.12095997864022,0.374118472794933,0.0131770827290938,-0.495399155380569,0.0241184727949334,-0.378569762985908,0.257257500116998,0.101261653847615,0.0707392269419978
42,"chebyshev",TRUE,-0.728403091976093,-0.021026641973008,1.15678948437273,0.0116997635206062,5.50360422596893,-0.121956597290717,0.372464968568454,0.011523578502614,-0.496395774031066,0.0224649685684536,-0.378403091976093,0.256789484372728,0.100157103694102,0.0699676118141647
43,"reference",TRUE,-0.0348449404693172,0,0.647270037280896,0,8.23650102925462,0,0.100062127934325,0,2.23650102925462,-0.249937872065675,0.315155059530683,-0.252729962719104,0,0
43,"spline",TRUE,-0.0351165933955548,-0.000271652926237619,0.648369503360218,0.00109946607932154,8.25360268148914,0.0171016522345226,0.111178111334726,0.0111159834004005,2.25360268148914,-0.238821888665274,0.314883406604445,-0.251630496639782,0.0246511029312728,0.0123931770906645
43,"chebyshev",TRUE,-0.034976566412872,-0.000131625943554772,0.64657420296495,-0.000695834315946331,8.24297859449264,0.00647756523801668,0.116063889102102,0.0160017611677761,2.24297859449264,-0.233936110897898,0.315023433587128,-0.25342579703505,0.0503876469152544,0.0253320524093233
44,"reference",FALSE,-0.22933234650991,0,0.868642228905864,0,5.68763865544273,0,0.435718084600181,0,-0.312361344557273,0.0857180846001814,0.12066765349009,-0.0313577710941363,0,0
44,"spline",TRUE,-0.23643931241395,-0.0071069659040402,0.87353826025458,0.00489603134871663,5.74598472960847,0.0583460741657476,0.437834194112933,0.0021161095127521,-0.254015270391526,0.0878341941129335,0.11356068758605,-0.0264617397454197,0.167334491965534,0.109870441058811
44,"chebyshev",TRUE,-0.236184014439255,-0.00685166792934574,0.872380143738383,0.0037379148325194,5.74022614847944,0.0525874930367092,0.436508211788704,0.000790127188522838,-0.259773851520564,0.0865082117887042,0.113815985560745,-0.0276198562616169,0.170989787170299,0.112270477606151
45,"reference",TRUE,-0.171566569750935,0,0.602624862059249,0,5.38778793177862,0,0.120642711244649,0,-0.612212068221385,-0.229357288755351,0.178433430249065,-0.297375137940751,0,0
45,"spline",TRUE,-0.172209194728306,-0.000642624977371026,0.602804879915521,0.000180017856271975,5.38997723160428,0.00218929982566074,0.127898161074509,0.00725544982985937,-0.610022768395724,-0.222101838925491,0.177790805271694,-0.297195120084479,0.0139848064186481,0.0118923993371926
45,"chebyshev",TRUE,-0.172722042078963,-0.00115547232802815,0.602956634390562,0.000331772331312985,5.38882023673348,0.00103230495486351,0.131970066167265,0.0113273549226154,-0.611179763266521,-0.218029933832735,0.177277957921037,-0.297043365609438,0.0333627297422225,0.0283709972949128
46,"reference",TRUE,-0.483065738249067,0,0.91776460433028,0,5.97918630028679,0,0.484546699995038,0,-0.0208136997132149,0.134546699995038,-0.133065738249067,0.0177646043302799,0,0
46,"spline",TRUE,-0.498283700591556,-0.0152179623424888,0.91480161001522,-0.00296299431506031,5.92114365756261,-0.0580426427241756,0.522002918948833,0.0374562189537941,-0.0788563424373905,0.172002918948833,-0.148283700591556,0.0148016100152196,0.143694500008195,0.0915840764287607
46,"chebyshev",TRUE,-0.498097055784498,-0.0150313175354307,0.914825126826989,-0.00293947750329104,5.92264335226852,-0.0565429480182686,0.520929485376492,0.036382785381454,-0.0773566477314835,0.170929485376492,-0.148097055784498,0.0148251268269889,0.136251879112876,0.0868405019644057
47,"reference",TRUE,-0.423568865637171,0,1.1160491555971,0,5.93495412335473,0,0.182401702560342,0,-0.0650458766452653,-0.167598297439658,-0.0735688656371708,0.216049155597103,0,0
47,"spline",TRUE,-0.427410997311093,-0.00384213167392211,1.1246033842378,0.00855422864069566,5.96826251247002,0.0333083891152874,0.218893621725673,0.0364919191653306,-0.0317374875299778,-0.131106378274327,-0.0774109973110929,0.224603384237799,0.138571175355622,0.0967007853345077
47,"chebyshev",TRUE,-0.427386197706882,-0.00381733206971074,1.12462751950615,0.00857836390904887,5.96843201397158,0.033477890616842,0.216032064567769,0.0336303620074269,-0.0315679860284233,-0.133967935432231,-0.0773861977068815,0.224627519506152,0.119346193990481,0.0832847860021832
48,"reference",TRUE,-0.371942643661849,0,1.0017264344135,0,7.24386931843999,0,0.441325316789956,0,1.24386931843999,0.0913253167899558,-0.0219426436618486,0.101726434413501,0,0
48,"spline",TRUE,-0.363744059097265,0.00819858456458317,0.989905296188365,-0.0118211382251363,7.26562815286818,0.0217588344281854,0.473071610527284,0.031746293737328,1.26562815286818,0.123071610527284,-0.0137440590972654,0.0899052961883652,0.0909233589998735,0.0479981479478741
48,"chebyshev",TRUE,-0.364212174899363,0.00773046876248518,0.991227015294464,-0.0104994191190378,7.27500996833939,0.0311406498993989,0.46688677631557,0.0255614595256144,1.27500996833939,0.11688677631557,-0.0142121748993634,0.0912270152944636,0.0654354723071151,0.0345431747725059
49,"reference",TRUE,-0.318813148018297,0,0.826457809107043,0,6.15607783773086,0,0.284363734145823,0,0.15607783773086,-0.0656362658541774,0.0311868519817026,-0.0735421908929574,0,0
49,"spline",TRUE,-0.315687992388936,0.00312515562936144,0.818912414291902,-0.00754539481514083,6.17645336967842,0.020375531947562,0.292001794849103,0.00763806070328005,0.176453369678422,-0.0579982051508974,0.0343120076110641,-0.0810875857080983,0.0140089775042043,0.00926204816352529
49,"chebyshev",TRUE,-0.314931709461718,0.00388143855657963,0.818403575341066,-0.00805423376597636,6.17891279178228,0.0228349540514206,0.291822934306431,0.00745920016060836,0.17891279178228,-0.0581770656935691,0.0350682905382823,-0.0815964246589338,0.0142727900872899,0.00943646809174273
50,"reference",TRUE,-0.305927932367048,0,0.723793591028425,0,5.15750694461108,0,0.356861755912257,0,-0.842493055388921,0.00686175591225707,0.0440720676329524,-0.176206408971575,0,0
50,"spline",TRUE,-0.302089906793542,0.00383802557350532,0.714986094228378,-0.00880749680004667,5.16700473599413,0.00949779138305207,0.3560010385701,-0.000860717342156925,-0.832995264005869,0.00600103857010015,0.0479100932064577,-0.185013905771622,0.00439831554005821,0.00366634256595681
50,"chebyshev",TRUE,-0.302574242544011,0.00335368982303652,0.714856351706948,-0.00893723932147716,5.16353883076051,0.00603188614942685,0.35870392992401,0.00184217401175307,-0.836461169239494,0.00870392992401015,0.0474257574559889,-0.185143648293052,0.00624396843203101,0.00520483967881552
