"x","q","t","reference","surrogate","value_error","grad_error","hess_error","region","q_low_cut","t_high_cut"
3.75,24.75,1.48,0.420741328007446,0.419219603200526,0.0015217248069192,0.0022914861297483,0.0609960060628642,"transition",5,1.875
-3.75,0.25,1.94,1.34060772187038,1.44093370143485,0.100325979564471,0.557357290642023,2.32139025411721,"high_t_low_q",5,1.875
-2.5,0.25,1.94,0.608947578854231,0.536199898219866,0.072747680634365,0.791453193475857,2.05242187778714,"high_t_low_q",5,1.875
-1.25,0.25,1.94,0.185532048342314,0.177587940782109,0.0079441075602045,0.908695514226144,3.17223643817644,"high_t_low_q",5,1.875
0,0.25,1.94,0.424019363316029,0.408354912926806,0.0156644503892233,0.470354977827248,3.45326702747234,"high_t_low_q",5,1.875
1.25,0.25,1.94,0.860348857913984,0.86153346935503,0.00118461144104598,0.0251271458701725,0.460687500382014,"high_t_low_q",5,1.875
2.5,0.25,1.94,1.46247389669185,1.46204354596991,0.000430350721934758,0.00716428393927611,3.4885280395155,"high_t_low_q",5,1.875
3.75,0.25,1.94,2.13252954626164,2.13005289995268,0.00247664630896649,0.0188805628855929,0.195190311169362,"high_t_low_q",5,1.875
-3.75,5.15,1.94,0.13483158403303,0.143289260999088,0.00845767696605798,0.529580643059463,2.29376460989531,"high_dependence",5,1.875
-2.5,5.15,1.94,-1.46492474450725,-1.44080318810545,0.0241215564018,0.253424497697698,0.894779404183362,"high_dependence",5,1.875
-1.25,5.15,1.94,-2.7629246387879,-2.7586555206546,0.00426911813329722,0.090621686518746,0.4244082749593,"high_dependence",5,1.875
0,5.15,1.94,-3.0236626609624,-3.02433927877981,0.000676617817406466,0.00517939252999776,0.0371055017107168,"high_dependence",5,1.875
1.25,5.15,1.94,-1.77597970259687,-1.77654528037104,0.000565577774176873,0.00697337870080803,0.0202027119063744,"high_dependence",5,1.875
2.5,5.15,1.94,0.145520092183832,0.146076901288988,0.000556809105156014,0.00826811320800408,0.0128439647093307,"high_dependence",5,1.875
3.75,5.15,1.94,1.63493076252627,1.63847394136615,0.00354317883988164,0.00247846588517061,0.161642725613373,"high_dependence",5,1.875
-3.75,10.05,1.94,-1.08277435403274,-1.08862208027183,0.00584772623908214,0.170172022261219,0.797985362832382,"high_dependence",5,1.875
